"County","city","DDP vote","KMT vote","valid vote"
"苗栗縣","　苗栗市","10,600","26,568","52,970"
"苗栗縣","　苑裡鎮","10,435","8,354","26,788"
"苗栗縣","　通霄鎮","7,193","7,036","19,743"
"苗栗縣","　竹南鎮","13,393","17,882","49,213"
"苗栗縣","　頭份市","11,734","26,880","59,432"
"苗栗縣","　後龍鎮","6,479","8,039","20,344"
"苗栗縣","　卓蘭鎮","3,505","3,873","10,098"
"苗栗縣","　大湖鄉","1,865","4,586","8,326"
"苗栗縣","　公館鄉","4,419","9,666","19,803"
"苗栗縣","　銅鑼鄉","2,264","5,617","10,687"
"苗栗縣","　南庄鄉","1,059","3,326","5,661"
"苗栗縣","　頭屋鄉","1,386","3,604","6,706"
"苗栗縣","　三義鄉","2,140","4,913","10,047"
"苗栗縣","　西湖鄉","819","2,353","4,246"
"苗栗縣","　造橋鄉","1,800","3,631","7,603"
"苗栗縣","　三灣鄉","887","2,116","4,104"
"苗栗縣","　獅潭鄉","537","1,572","2,628"
"苗栗縣","　泰安鄉","462","2,532","3,521"
"桃園市","　桃園區","82,639","86,260","260,939"
"桃園市","　中壢區","69,400","91,938","244,834"
"桃園市","　大溪區","20,620","18,263","55,507"
"桃園市","　楊梅區","29,584","37,305","98,513"
"桃園市","　蘆竹區","32,424","28,220","92,659"
"桃園市","　大園區","20,473","15,975","53,395"
"桃園市","　龜山區","30,879","30,765","94,125"
"桃園市","　八德區","36,855","43,103","118,854"
"桃園市","　龍潭區","20,545","29,353","72,641"
"桃園市","　平鎮區","39,995","49,311","134,020"
"桃園市","　新屋區","12,230","9,671","30,129"
"桃園市","　觀音區","16,256","10,757","38,757"
"桃園市","　復興區","1,443","3,640","6,165"
"宜蘭縣","　宜蘭市","19,969","17,728","56,435"
"宜蘭縣","　羅東鎮","16,440","11,584","41,395"
"宜蘭縣","　蘇澳鎮","9,825","6,749","23,307"
"宜蘭縣","　頭城鎮","5,605","5,581","16,394"
"宜蘭縣","　礁溪鄉","9,096","6,102","21,578"
"宜蘭縣","　壯圍鄉","6,709","3,786","14,771"
"宜蘭縣","　員山鄉","8,742","4,840","19,347"
"宜蘭縣","　冬山鄉","15,044","7,463","32,658"
"宜蘭縣","　五結鄉","11,026","5,983","24,864"
"宜蘭縣","　三星鄉","5,928","3,396","12,912"
"宜蘭縣","　大同鄉","395","2,322","3,298"
"宜蘭縣","　南澳鄉","269","2,480","3,106"
"連江縣","　南竿鄉","267","2,483","3,715"
"連江縣","　北竿鄉","68","763","1,093"
"連江縣","　莒光鄉","38","442","624"
"連江縣","　東引鄉","52","446","660"
"臺東縣","　臺東市","14,600","27,748","57,525"
"臺東縣","　成功鎮","1,206","4,235","6,592"
"臺東縣","　關山鎮","1,092","2,427","4,448"
"臺東縣","　卑南鄉","2,491","4,791","9,295"
"臺東縣","　鹿野鄉","1,089","2,016","3,954"
"臺東縣","　池上鄉","1,129","1,980","3,939"
"臺東縣","　東河鄉","811","2,354","3,956"
"臺東縣","　長濱鄉","614","2,076","3,265"
"臺東縣","　太麻里鄉","1,465","3,264","5,896"
"臺東縣","　大武鄉","546","1,728","2,740"
"臺東縣","　綠島鄉","223","1,076","1,715"
"臺東縣","　海端鄉","180","1,315","1,809"
"臺東縣","　延平鄉","204","1,232","1,707"
"臺東縣","　金峰鄉","143","1,718","2,137"
"臺東縣","　達仁鄉","175","1,461","1,876"
"臺東縣","　蘭嶼鄉","221","792","1,580"
"臺南市","　新營區","17,183","13,570","45,837"
"臺南市","　鹽水區","7,297","3,680","15,244"
"臺南市","　白河區","7,806","4,034","16,501"
"臺南市","　柳營區","5,860","3,172","13,209"
"臺南市","　後壁區","6,730","3,425","14,274"
"臺南市","　東山區","5,170","3,132","11,517"
"臺南市","　麻豆區","14,359","5,189","27,991"
"臺南市","　下營區","6,567","3,516","14,465"
"臺南市","　六甲區","6,167","2,848","13,080"
"臺南市","　官田區","6,167","2,827","13,364"
"臺南市","　大內區","2,801","1,523","5,948"
"臺南市","　佳里區","16,782","8,516","36,335"
"臺南市","　學甲區","8,037","3,289","15,683"
"臺南市","　西港區","7,713","3,142","15,421"
"臺南市","　七股區","6,736","2,848","13,467"
"臺南市","　將軍區","6,305","2,299","11,728"
"臺南市","　北門區","3,023","1,512","6,283"
"臺南市","　新化區","11,144","7,508","27,065"
"臺南市","　善化區","12,717","6,607","29,841"
"臺南市","　新市區","10,150","4,998","22,656"
"臺南市","　安定區","8,866","4,153","18,919"
"臺南市","　山上區","2,006","1,182","4,451"
"臺南市","　玉井區","2,802","3,059","8,205"
"臺南市","　楠西區","1,670","2,467","5,528"
"臺南市","　南化區","1,903","1,872","5,032"
"臺南市","　左鎮區","1,226","824","2,780"
"臺南市","　仁德區","20,187","12,944","48,396"
"臺南市","　歸仁區","19,540","9,947","42,752"
"臺南市","　關廟區","10,164","5,340","22,199"
"臺南市","　龍崎區","1,154","788","2,563"
"臺南市","　永康區","55,455","38,918","142,980"
"臺南市","　東區","39,681","35,041","114,393"
"臺南市","　南區","35,166","20,767","80,801"
"臺南市","　北區","30,692","23,252","81,546"
"臺南市","　安南區","52,288","25,365","116,661"
"臺南市","　安平區","15,393","11,008","40,420"
"臺南市","　中西區","19,356","12,654","47,844"
"臺北市","　松山區","36,313","45,629","125,634"
"臺北市","　信義區","39,414","51,195","138,282"
"臺北市","　大安區","49,930","68,942","182,122"
"臺北市","　中山區","46,209","46,573","141,791"
"臺北市","　中正區","26,441","33,146","93,904"
"臺北市","　大同區","29,829","20,088","77,832"
"臺北市","　萬華區","39,686","39,112","117,903"
"臺北市","　文山區","40,584","66,455","167,950"
"臺北市","　南港區","22,238","25,630","75,092"
"臺北市","　內湖區","49,804","61,129","177,183"
"臺北市","　士林區","62,421","53,053","176,701"
"臺北市","　北投區","52,040","49,570","155,987"
"臺中市","　中區","3,519","3,308","9,985"
"臺中市","　東區","16,349","14,857","47,351"
"臺中市","　南區","23,741","24,629","77,408"
"臺中市","　西區","22,129","22,519","69,749"
"臺中市","　北區","27,546","31,434","90,346"
"臺中市","　西屯區","39,825","46,108","135,976"
"臺中市","　南屯區","30,957","33,030","102,071"
"臺中市","　北屯區","51,256","58,651","170,131"
"臺中市","　豐原區","36,060","31,966","102,020"
"臺中市","　東勢區","8,893","12,568","30,418"
"臺中市","　大甲區","15,185","14,204","44,161"
"臺中市","　清水區","19,169","15,743","51,095"
"臺中市","　沙鹿區","17,075","17,928","54,945"
"臺中市","　梧棲區","11,719","10,269","33,638"
"臺中市","　后里區","10,431","11,578","32,991"
"臺中市","　神岡區","15,495","11,798","40,457"
"臺中市","　潭子區","22,159","21,940","66,727"
"臺中市","　大雅區","17,929","19,177","56,802"
"臺中市","　新社區","4,911","5,693","14,819"
"臺中市","　石岡區","2,866","3,685","9,246"
"臺中市","　外埔區","5,969","7,044","19,003"
"臺中市","　大安區","4,135","3,715","11,299"
"臺中市","　烏日區","14,641","14,958","45,777"
"臺中市","　大肚區","10,790","11,787","34,466"
"臺中市","　龍井區","14,231","14,868","45,698"
"臺中市","　霧峰區","13,179","13,653","40,160"
"臺中市","　太平區","37,462","37,508","113,685"
"臺中市","　大里區","41,924","38,569","125,057"
"臺中市","　和平區","1,258","3,678","6,340"
"新竹縣","　竹北市","25,292","33,280","105,861"
"新竹縣","　竹東鎮","10,970","25,461","55,960"
"新竹縣","　新埔鎮","5,657","7,862","20,291"
"新竹縣","　關西鎮","4,542","7,676","17,163"
"新竹縣","　湖口鄉","10,279","18,957","44,507"
"新竹縣","　新豐鄉","8,200","12,475","32,143"
"新竹縣","　芎林鄉","2,839","5,507","12,500"
"新竹縣","　橫山鄉","1,762","4,131","7,919"
"新竹縣","　北埔鄉","1,315","2,814","5,719"
"新竹縣","　寶山鄉","2,209","3,966","9,325"
"新竹縣","　峨眉鄉","1,016","1,645","3,512"
"新竹縣","　尖石鄉","750","2,950","4,557"
"新竹縣","　五峰鄉","381","1,735","2,513"
"新竹市","　東區","30,993","40,430","123,051"
"新竹市","　北區","27,076","29,024","90,219"
"新竹市","　香山區","15,628","13,958","46,847"
"新北市","　板橋區","123,197","104,806","341,964"
"新北市","　三重區","94,779","66,335","241,468"
"新北市","　中和區","76,283","102,293","263,204"
"新北市","　永和區","35,279","57,526","138,735"
"新北市","　新莊區","93,745","70,531","251,598"
"新北市","　新店區","48,284","82,689","192,444"
"新北市","　樹林區","39,798","32,980","109,290"
"新北市","　鶯歌區","18,891","15,810","51,065"
"新北市","　三峽區","22,631","21,666","65,870"
"新北市","　淡水區","33,122","37,598","106,700"
"新北市","　汐止區","38,814","45,060","126,233"
"新北市","　瑞芳區","7,320","8,975","22,958"
"新北市","　土城區","50,587","45,367","144,126"
"新北市","　蘆洲區","47,696","31,530","120,368"
"新北市","　五股區","19,629","15,590","52,121"
"新北市","　泰山區","16,465","13,819","46,413"
"新北市","　林口區","20,182","21,614","65,334"
"新北市","　深坑區","4,955","5,383","14,886"
"新北市","　石碇區","2,091","1,393","4,715"
"新北市","　坪林區","1,911","1,213","4,087"
"新北市","　三芝區","4,208","4,840","13,168"
"新北市","　石門區","2,287","2,549","6,772"
"新北市","　八里區","8,239","7,547","23,059"
"新北市","　平溪區","1,106","1,056","2,785"
"新北市","　雙溪區","1,875","1,927","5,064"
"新北市","　貢寮區","3,290","1,899","6,896"
"新北市","　金山區","4,607","4,138","12,573"
"新北市","　萬里區","4,636","4,688","12,695"
"新北市","　烏來區","1,070","1,646","3,636"
"澎湖縣","　馬公市","10,289","12,103","31,976"
"澎湖縣","　湖西鄉","3,028","2,368","7,326"
"澎湖縣","　白沙鄉","1,482","1,692","4,151"
"澎湖縣","　西嶼鄉","1,344","1,304","3,507"
"澎湖縣","　望安鄉","603","470","1,474"
"澎湖縣","　七美鄉","245","475","1,088"
"雲林縣","　斗六市","20,351","22,204","65,352"
"雲林縣","　斗南鎮","9,540","8,435","27,066"
"雲林縣","　虎尾鎮","13,408","13,720","40,890"
"雲林縣","　西螺鎮","11,137","6,776","26,405"
"雲林縣","　土庫鎮","6,229","4,805","16,461"
"雲林縣","　北港鎮","10,017","6,193","23,424"
"雲林縣","　古坑鄉","6,898","5,925","18,801"
"雲林縣","　大埤鄉","4,619","3,143","11,164"
"雲林縣","　莿桐鄉","7,257","4,389","17,457"
"雲林縣","　林內鄉","3,951","3,381","10,620"
"雲林縣","　二崙鄉","7,162","3,781","15,269"
"雲林縣","　崙背鄉","5,719","4,071","13,588"
"雲林縣","　麥寮鄉","7,779","7,798","23,203"
"雲林縣","　東勢鄉","3,196","2,768","8,064"
"雲林縣","　褒忠鄉","2,979","2,273","7,429"
"雲林縣","　臺西鄉","4,048","4,602","12,155"
"雲林縣","　元長鄉","6,100","4,021","13,960"
"雲林縣","　四湖鄉","4,604","3,759","11,456"
"雲林縣","　口湖鄉","6,665","3,905","14,346"
"雲林縣","　水林鄉","6,936","3,189","13,542"
"嘉義縣","　太保市","8,942","6,067","22,388"
"嘉義縣","　朴子市","9,923","6,712","24,211"
"嘉義縣","　布袋鎮","6,649","5,094","15,629"
"嘉義縣","　大林鎮","7,034","5,627","18,581"
"嘉義縣","　民雄鄉","16,358","11,721","42,926"
"嘉義縣","　溪口鄉","4,085","1,929","8,705"
"嘉義縣","　新港鄉","8,624","4,147","18,806"
"嘉義縣","　六腳鄉","6,381","3,227","13,316"
"嘉義縣","　東石鄉","5,871","4,357","13,653"
"嘉義縣","　義竹鄉","5,024","3,641","11,367"
"嘉義縣","　鹿草鄉","4,082","2,448","8,994"
"嘉義縣","　水上鄉","12,406","9,313","31,135"
"嘉義縣","　中埔鄉","10,079","7,715","26,427"
"嘉義縣","　竹崎鄉","7,662","6,257","21,019"
"嘉義縣","　梅山鄉","4,000","3,650","11,375"
"嘉義縣","　番路鄉","2,378","2,308","6,752"
"嘉義縣","　大埔鄉","759","840","2,151"
"嘉義縣","　阿里山鄉","524","1,815","2,952"
"嘉義市","　東區","24,877","23,355","73,104"
"嘉義市","　西區","32,458","25,183","87,440"
"彰化縣","　彰化市","43,820","47,957","141,333"
"彰化縣","　鹿港鎮","18,205","15,021","49,609"
"彰化縣","　和美鎮","16,855","17,715","53,244"
"彰化縣","　線西鄉","2,716","3,642","9,703"
"彰化縣","　伸港鄉","6,525","7,502","21,149"
"彰化縣","　福興鄉","10,136","8,218","26,999"
"彰化縣","　秀水鄉","8,047","7,464","23,293"
"彰化縣","　花壇鄉","8,800","9,919","27,838"
"彰化縣","　芬園鄉","5,363","4,719","14,308"
"彰化縣","　員林市","23,549","25,660","73,547"
"彰化縣","　溪湖鎮","10,258","11,304","31,509"
"彰化縣","　田中鎮","8,343","8,807","24,644"
"彰化縣","　大村鄉","7,660","7,509","22,386"
"彰化縣","　埔鹽鄉","5,720","7,707","19,257"
"彰化縣","　埔心鄉","7,879","6,511","21,159"
"彰化縣","　永靖鄉","7,794","7,246","22,135"
"彰化縣","　社頭鄉","9,340","8,445","25,880"
"彰化縣","　二水鄉","3,373","3,458","9,370"
"彰化縣","　北斗鎮","6,659","6,745","19,501"
"彰化縣","　二林鎮","8,887","11,026","27,834"
"彰化縣","　田尾鄉","5,609","5,549","16,143"
"彰化縣","　埤頭鄉","6,170","5,818","16,951"
"彰化縣","　芳苑鄉","7,242","5,960","17,876"
"彰化縣","　大城鄉","2,861","3,377","8,342"
"彰化縣","　竹塘鄉","3,379","2,659","8,294"
"彰化縣","　溪州鄉","6,698","5,129","16,975"
"基隆市","　中正區","8,988","11,892","30,710"
"基隆市","　七堵區","10,033","11,433","32,474"
"基隆市","　暖暖區","6,402","8,965","23,338"
"基隆市","　仁愛區","8,188","9,061","25,545"
"基隆市","　中山區","8,620","10,645","28,633"
"基隆市","　安樂區","14,232","18,487","50,130"
"基隆市","　信義區","8,645","13,185","33,109"
"高雄市","　鹽埕區","6,621","4,591","16,042"
"高雄市","　鼓山區","30,376","28,170","86,616"
"高雄市","　左營區","38,144","43,290","121,107"
"高雄市","　楠梓區","42,645","36,348","115,913"
"高雄市","　三民區","82,361","63,017","217,959"
"高雄市","　新興區","12,228","10,311","32,996"
"高雄市","　前金區","6,585","5,752","17,981"
"高雄市","　苓雅區","40,172","35,020","109,613"
"高雄市","　前鎮區","47,382","35,364","121,165"
"高雄市","　旗津區","8,358","4,255","17,677"
"高雄市","　小港區","39,600","27,028","98,046"
"高雄市","　鳳山區","83,659","71,332","226,873"
"高雄市","　林園區","19,167","10,603","42,482"
"高雄市","　大寮區","30,052","20,189","70,957"
"高雄市","　大樹區","12,483","7,266","27,148"
"高雄市","　大社區","9,998","5,618","22,459"
"高雄市","　仁武區","23,014","15,145","56,362"
"高雄市","　鳥松區","11,597","8,648","30,078"
"高雄市","　岡山區","23,732","19,069","61,358"
"高雄市","　橋頭區","11,890","5,923","25,581"
"高雄市","　燕巢區","8,323","5,260","18,866"
"高雄市","　田寮區","2,324","1,216","4,633"
"高雄市","　阿蓮區","8,209","4,387","17,792"
"高雄市","　路竹區","13,285","8,796","32,047"
"高雄市","　湖內區","8,282","4,786","18,765"
"高雄市","　茄萣區","8,453","4,777","18,710"
"高雄市","　永安區","3,792","2,344","8,787"
"高雄市","　彌陀區","5,148","3,580","12,192"
"高雄市","　梓官區","10,901","5,629","23,230"
"高雄市","　旗山區","9,674","6,940","22,613"
"高雄市","　美濃區","9,073","9,827","24,235"
"高雄市","　六龜區","2,845","2,330","6,774"
"高雄市","　甲仙區","1,233","1,488","3,456"
"高雄市","　杉林區","2,642","2,511","6,518"
"高雄市","　內門區","3,621","2,982","8,776"
"高雄市","　茂林區","137","834","1,124"
"高雄市","　桃源區","277","1,466","2,165"
"高雄市","　那瑪夏區","281","1,047","1,562"
"金門縣","　金城鎮","1,213","9,856","14,928"
"金門縣","　金沙鎮","429","4,914","6,909"
"金門縣","　金湖鎮","823","6,933","10,546"
"金門縣","　金寧鄉","1,115","6,479","10,910"
"金門縣","　烈嶼鄉","261","2,612","3,610"
"金門縣","　烏坵鄉","5","91","112"
"花蓮縣","　花蓮市","13,178","29,385","58,973"
"花蓮縣","　鳳林鎮","1,457","3,663","6,350"
"花蓮縣","　玉里鎮","2,328","6,739","11,474"
"花蓮縣","　新城鄉","2,312","6,358","11,324"
"花蓮縣","　吉安鄉","10,960","25,470","49,472"
"花蓮縣","　壽豐鄉","2,376","5,685","10,252"
"花蓮縣","　光復鄉","1,227","4,269","6,783"
"花蓮縣","　豐濱鄉","349","1,431","2,121"
"花蓮縣","　瑞穗鄉","1,237","3,488","5,894"
"花蓮縣","　富里鄉","1,080","2,902","4,895"
"花蓮縣","　秀林鄉","1,199","5,462","8,057"
"花蓮縣","　萬榮鄉","367","2,222","3,072"
"花蓮縣","　卓溪鄉","260","2,123","2,782"
"屏東縣","　屏東市","44,675","42,468","123,296"
"屏東縣","　潮州鎮","13,884","10,202","33,344"
"屏東縣","　東港鎮","13,093","6,952","28,247"
"屏東縣","　恆春鎮","6,399","5,697","15,876"
"屏東縣","　萬丹鄉","14,721","8,165","31,882"
"屏東縣","　長治鄉","8,247","5,746","18,996"
"屏東縣","　麟洛鄉","3,592","2,025","7,565"
"屏東縣","　九如鄉","7,398","3,080","13,971"
"屏東縣","　里港鄉","7,843","4,042","16,296"
"屏東縣","　鹽埔鄉","6,282","4,977","15,265"
"屏東縣","　高樹鄉","7,695","3,497","14,709"
"屏東縣","　萬巒鄉","6,580","3,251","12,652"
"屏東縣","　內埔鄉","15,459","9,745","33,293"
"屏東縣","　竹田鄉","5,566","3,005","11,207"
"屏東縣","　新埤鄉","2,738","1,934","6,070"
"屏東縣","　枋寮鄉","6,369","4,315","14,708"
"屏東縣","　新園鄉","11,072","4,928","22,175"
"屏東縣","　崁頂鄉","4,095","2,147","8,685"
"屏東縣","　林邊鄉","5,561","2,875","11,252"
"屏東縣","　南州鄉","3,287","1,833","6,823"
"屏東縣","　佳冬鄉","5,914","3,010","11,888"
"屏東縣","　琉球鄉","1,586","2,748","5,979"
"屏東縣","　車城鄉","2,173","1,438","4,603"
"屏東縣","　滿州鄉","1,744","1,392","3,964"
"屏東縣","　枋山鄉","1,568","936","3,117"
"屏東縣","　三地門鄉","702","3,153","4,518"
"屏東縣","　霧臺鄉","355","1,388","2,151"
"屏東縣","　瑪家鄉","650","2,805","4,101"
"屏東縣","　泰武鄉","456","2,334","3,210"
"屏東縣","　來義鄉","440","3,126","4,281"
"屏東縣","　春日鄉","260","1,820","2,521"
"屏東縣","　獅子鄉","323","2,105","2,824"
"屏東縣","　牡丹鄉","355","1,811","2,615"
"南投縣","　南投市","17,931","23,257","60,027"
"南投縣","　埔里鎮","13,792","20,010","47,001"
"南投縣","　草屯鎮","18,966","21,855","59,908"
"南投縣","　竹山鎮","10,732","11,731","31,623"
"南投縣","　集集鎮","2,027","2,652","6,499"
"南投縣","　名間鄉","9,015","7,481","22,939"
"南投縣","　鹿谷鄉","3,385","4,499","10,767"
"南投縣","　中寮鄉","3,026","3,335","8,730"
"南投縣","　魚池鄉","3,073","3,560","9,121"
"南投縣","　國姓鄉","3,281","4,874","10,866"
"南投縣","　水里鄉","3,164","4,283","10,035"
"南投縣","　信義鄉","1,608","4,083","8,159"
"南投縣","　仁愛鄉","878","5,610","7,990"
